fecha;hora_aproximada;narracion_de_los_hechos;lugar_en_metro;en_metro;fuente;estacion;linea;latitud;longitud;lugar_exacto;numero_agresores;consecuencias_fisicas;denuncia_en_mp;procedio_la_denuncia;si_procedio_con_que_delito;si_no_procedio_que_razones_dieron;mp;colonia_nombre;entidad_num;municipio_num;cp
2/23/2018;9:00:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;constituyentes;7;19.41129131;-99.19138312;"";"";"";"";"";"";"";"";DANIEL GARZA;9;16;11840
1/28/2019;8:30:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;copilco;3;19.33597857;-99.17657733;"";"";"";"";"";"";"";"";COPILCO UNIVERSIDAD;9;3;4360
1/28/2019;10:40:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;copilco;3;19.33597857;-99.17657733;"";"";"";"";"";"";"";"";COPILCO UNIVERSIDAD;9;3;4360
1/29/2019;7:30:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;coyoacan;3;19.36142746;-99.17056918;"";"";"";"";"";"";"";"";XOCO;9;14;3330
1/30/2019;8:30:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;cuatro_caminos;2;19.458454;-99.214643;"";"";"";"";"";"";"";"";"";"";"";""
1/28/2019;9:20:00 a. m.;Se lanzó hacia mi intentando agarrarme y después me metió el pie con intención de que me caiga;fuera;1;encuesta_corta;cuatro_caminos;2;19.458454;-99.214643;"";"";"";"";"";"";"";"";"";"";"";""
11/10/2018;2:00:00 a. m.;Violencia;fuera;1;encuesta_corta;doctores;8;19.42049932;-99.14335012;"";"";"";"";"";"";"";"";DOCTORES;9;15;6720
1/30/2019;1:22:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;el_rosario;6;19.50522896;-99.19948339;"";"";"";"";"";"";"";"";EL ROSARIO;9;2;2100
1/29/2019;7:25:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;garibaldi;8;19.443082;-99.139034;"";"";"";"";"";"";"";"";CENTRO;9;15;6000
12/15/2018;8:30:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;gomez_farias;1;19.41608763;-99.09070373;"";"";"";"";"";"";"";"";VALENTIN GOMEZ FARIAS;9;17;15010
2/15/2018;5:35:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;guerrero;8;"";"";"";"";"";"";"";"";"";"";"";"";"";""
11/3/2017;4:00:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;guerrero;3;19.44475133;-99.14501309;"";"";"";"";"";"";"";"";GUERRERO;9;15;6300
2/20/2017;10:00:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;impulsora;B;19.484987;-99.048743;"";"";"";"";"";"";"";"";"";"";"";""
12/13/2018;5:00:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;indios_verdes;3;19.495315;-99.119141;"";"";"";"";"";"";"";"";SANTA ISABEL TOLA;9;5;7010
11/23/2018;2:00:00 p. m.;Fingir ser un conocido;transbordo;1;encuesta_corta;la_raza;3;19.46907052;-99.13904786;"";"";"";"";"";"";"";"";VALLEJO PONIENTE;9;5;7790
8/7/2014;9:10:00 p. m.;Intento de drogar;dentro;1;encuesta_corta;la_raza;5;19.468965;-99.136176;"";"";"";"";"";"";"";"";VALLEJO;9;5;7870
1/29/2019;9:15:00 a. m.;Fingir ser un conocido;fuera;1;encuesta_corta;lindavista;6;19.4875806;-99.13434863;"";"";"";"";"";"";"";"";LINDAVISTA;9;5;7300
1/30/2019;8:15:00 p. m.;Fingir ser un conocido;fuera;1;encuesta_corta;lomas_estrella;12;19.322002;-99.096696;"";"";"";"";"";"";"";"";LOMAS ESTRELLA 2A SECC;9;7;9890
10/5/2018;6:20:00 p. m.;Violencia, me tomaron por detrás e intentaron llevarme.;fuera;1;encuesta_corta;los_reyes;A;19.35877546;-98.97670984;"";"";"";"";"";"";"";"";"";"";"";""
1/30/2019;9:00:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;misterios;5;19.46290002;-99.13051844;"";"";"";"";"";"";"";"";PERALVILLO;9;15;6220
1/25/2019;1:00:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;mixcoac;12;19.37567873;-99.18686628;"";"";"";"";"";"";"";"";INSURGENTES MIXCOAC;9;14;3920
1/29/2019;7:00:00 a. m.;intentó jalarme y llevarme con él;dentro;1;encuesta_corta;moctezuma;1;19.426271;-99.109803;"";"";"";"";"";"";"";"";JARDIN BALBUENA;9;17;15900
1/17/2019;3:00:00 a. m.;Robo;fuera;1;encuesta_corta;muzquiz;B;19.50096117;-99.04171586;"";"";"";"";"";"";"";"";"";"";"";""
12/29/2018;7:30:00 p. m.;Secuestro exprés;fuera;1;encuesta_corta;nezahualcoyotl;B;19.472534;-99.054375;"";"";"";"";"";"";"";"";"";"";"";""
1/18/2019;10:30:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;normal;2;19.44424548;-99.1671896;"";"";"";"";"";"";"";"";TLAXPANA;9;16;11370
1/29/2019;6:20:00 a. m.;Fingir ser un conocido;transbordo;1;encuesta_corta;oceania;B;19.44572255;-99.08683062;"";"";"";"";"";"";"";"";PENSADOR MEXICANO;9;17;15510
1/29/2019;7:35:00 p. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;oceania;B;19.44572255;-99.08683062;"";"";"";"";"";"";"";"";PENSADOR MEXICANO;9;17;15510
1/20/2019;7:30:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;olimpica;B;19.52084286;-99.03298259;"";"";"";"";"";"";"";"";"";"";"";""
7/3/2018;2:10:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;pantitlan;5;19.41528826;-99.07505035;"";"";"";"";"";"";"";"";AMPL ADOLFO LOPEZ MATEOS;9;17;15690
1/30/2019;3:50:00 a. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;pantitlan;A;19.4146103;-99.07262564;"";"";"";"";"";"";"";"";PANTITLAN;9;6;8100
1/26/2019;4:30:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;pantitlan;A;19.4146103;-99.07262564;"";"";"";"";"";"";"";"";PANTITLAN;9;6;8100
1/28/2019;3:25:00 p. m.;Intento de drogar;dentro;1;encuesta_corta;pino_suarez;1;19.42595305;-99.13268566;"";"";"";"";"";"";"";"";CENTRO;9;15;6000
1/30/2019;6:15:00 p. m.;Fingir ser un conocido;fuera;1;encuesta_corta;polanco;7;19.43337954;-99.19079304;"";"";"";"";"";"";"";"";POLANCO;9;16;11550
1/29/2019;10:30:00 p. m.;Fingir ser un conocido;fuera;1;encuesta_corta;polanco;7;19.43337954;-99.19079304;"";"";"";"";"";"";"";"";POLANCO;9;16;11550
12/15/2018;9:30:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;potrero;3;19.476413;-99.131748;"";"";"";"";"";"";"";"";GUADALUPE INSURGENTES;9;5;7870
11/21/2018;3:20:00 a. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;salto_del_agua;8;19.42720768;-99.14207339;"";"";"";"";"";"";"";"";CENTRO;9;15;6000
3/12/2014;1:40:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;san_antonio;7;19.38481791;-99.18661952;"";"";"";"";"";"";"";"";NONOALCO;9;14;3700
1/26/2019;1:30:00 p. m.;me seguía y siempre se acercaba lo más que podía;transbordo;1;encuesta_corta;san_juan_de_letran;8;19.43098165;-99.14116144;"";"";"";"";"";"";"";"";CENTRO;9;15;6000
1/30/2019;1:30:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;san_lazaro;1;19.43079953;-99.11457539;"";"";"";"";"";"";"";"";7 DE JULIO;9;17;15390
1/29/2019;7:30:00 p. m.;Preguntar un sitio cercano y pedir ayuda;fuera;1;encuesta_corta;san_pedro_de_los_pinos;7;19.39122414;-99.18572903;"";"";"";"";"";"";"";"";SAN PEDRO DE LOS PINOS;9;14;3800
1/30/2019;12:00:00 p. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;tacuba;7;19.458383;-99.188501;"";"";"";"";"";"";"";"";TACUBA;9;16;11410
1/9/2019;8:15:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;tacuba;2;19.45913691;-99.18803573;"";"";"";"";"";"";"";"";TACUBA;9;16;11410
12/15/2016;7:30:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;tacubaya;9;19.40192086;-99.18734908;"";"";"";"";"";"";"";"";TACUBAYA;9;16;11870
1/22/2019;3:15:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;tacubaya;9;19.40192086;-99.18734908;"";"";"";"";"";"";"";"";TACUBAYA;9;16;11870
10/10/2018;8:00:00 a. m.;Fingir ser un conocido;transbordo;1;encuesta_corta;tasqueña;2;19.34400644;-99.14105415;"";"";"";"";"";"";"";"";CAMPESTRE CHURUBUSCO;9;3;4200
5/23/2018;2:00:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;tepalcates;A;19.39072824;-99.04651165;"";"";"";"";"";"";"";"";U H EJTO CONSTITUCIONALISTA;9;7;9220
1/27/2019;10:20:00 a. m.;Persecución;dentro;1;encuesta_corta;universidad;3;19.32433595;-99.17407751;"";"";"";"";"";"";"";"";CIUDAD UNIVERSITARIA;9;3;4360
1/29/2019;6:30:00 a. m.;Percibí que un taxi modelo tsuru me siguió desde mi trabajo hasta el metri;fuera;1;encuesta_corta;villa_de_cortes;2;19.38746949;-99.13862944;"";"";"";"";"";"";"";"";VILLA DE CORTES;9;14;3530
1/14/2017;12:00:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;los_reyes;A;19.35877546;-98.97670984;"";"";"";"";"";"";"";"";"";"";"";""
1/25/2019;3:30:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;eugenia;3;19.38628539;-99.15724397;"";"";"";"";"";"";"";"";NARVARTE PONIENTE;9;14;3020
1/30/2019;2:30:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;chabacano;9;19.408513;-99.135489;"";"";"";"";"";"";"";"";VISTA ALEGRE;9;15;6860
1/30/2019;2:30:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;eugenia;3;19.38628539;-99.15724397;"";"";"";"";"";"";"";"";NARVARTE PONIENTE;9;14;3020
12/7/2018;10:00:00 p. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;tacubaya;1;19.40213338;-99.18823957;"";"";"";"";"";"";"";"";TACUBAYA;9;16;11870
1/26/2019;4:30:00 a. m.;Ofertas de trabajo;fuera;1;encuesta_corta;balbuena;1;19.42288725;-99.10281658;"";"";"";"";"";"";"";"";JARDIN BALBUENA;9;17;15900
1/30/2019;8:00:00 p. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;mixcoac;7;19.37625563;-99.18774605;"";"";"";"";"";"";"";"";MIXCOAC;9;14;3910
1/30/2019;3:30:00 a. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;ermita;2;19.36186271;-99.14263129;"";"";"";"";"";"";"";"";MIRAVALLE;9;14;3580
1/30/2019;3:35:00 p. m.;Fingir ser un conocido;fuera;1;encuesta_corta;portales;2;19.36976784;-99.14130092;"";"";"";"";"";"";"";"";ALBERT;9;14;3560
1/28/2019;8:30:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;martin_carrera;6;19.48231101;-99.10554171;"";"";"";"";"";"";"";"";CONSTITUCION DE LA REPUBLICA;9;5;7469
1/28/2019;7:50:00 p. m.;Intento de drogar;dentro;1;encuesta_corta;coyoacan;8;"";"";"";"";"";"";"";"";"";"";"";"";"";""
1/31/2019;8:51:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;panteones;2;19.458219;-99.20294;"";"";"";"";"";"";"";"";NUEVA ARGENTINA (ARGENTINA PONIENTE);9;16;11230
8/7/2018;7:40:00 a. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;zapata;3;19.37073951;-99.1645503;"";"";"";"";"";"";"";"";STA CRUZ ATOYAC;9;14;3310
1/30/2019;1:00:00 a. m.;4 tipos intento de secuestro;fuera;1;encuesta_corta;plaza_aragon;B;19.52822456;-99.02979612;"";"";"";"";"";"";"";"";"";"";"";""
1/31/2019;2:22:00 p. m.;Intimidación/acoso directo;transbordo;1;encuesta_corta;balbuena;1;19.42288725;-99.10281658;"";"";"";"";"";"";"";"";JARDIN BALBUENA;9;17;15900
1/1/2019;10:10:00 a. m.;Fingir ser un conocido;dentro;1;encuesta_corta;aquiles_sedan;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""
1/30/2019;2:50:00 a. m.;Me hizo preguntas mientras caminaba;fuera;1;encuesta_corta;sevilla;1;19.42189565;-99.17074084;"";"";"";"";"";"";"";"";JUAREZ;9;15;6600
1/30/2019;1:18:00 a. m.;Fingir ser un conocido;fuera;1;encuesta_corta;insurgentes_sur;12;19.37360387;-99.17859435;"";"";"";"";"";"";"";"";DEL VALLE SUR;9;14;3100
12/20/2018;6:30:00 a. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;chilpancingo;9;19.40575613;-99.1683054;"";"";"";"";"";"";"";"";ROMA SUR;9;15;6760
10/14/2018;8:50:00 a. m.;Intimidación/acoso directo;dentro;1;encuesta_corta;auditorio;7;19.42530549;-99.19173717;"";"";"";"";"";"";"";"";BOSQUE DE CHAPULTEPEC I;9;16;11100
1/30/2019;8:30:00 a. m.;Robo;dentro;1;encuesta_corta;ecatepec;B;"";"";"";"";"";"";"";"";"";"";"";"";"";""
1/23/2019;7:40:00 p. m.;Intentando conocerme.;dentro;1;encuesta_corta;observatorio;1;19.397486;-99.200669;"";"";"";"";"";"";"";"";REAL DEL MONTE;9;10;1130
1/2/2019;12:00:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;cerro_de_la_estrella;8;19.355601;-99.085872;"";"";"";"";"";"";"";"";PLAN DE IGUALA;9;7;9830
1/28/2019;7:00:00 a. m.;Jaloneo;fuera;1;encuesta_corta;polanco;7;19.43337954;-99.19079304;"";"";"";"";"";"";"";"";POLANCO;9;16;11550
1/31/2019;3:00:00 p. m.;Observación y seguimiento a pie.;fuera;1;encuesta_corta;hospital_general;3;19.41369961;-99.1531992;"";"";"";"";"";"";"";"";DOCTORES;9;15;6720
1/9/2019;8:00:00 p. m.;Intimidación/acoso directo;fuera;1;encuesta_corta;camarones;8;"";"";"";"";"";"";"";"";"";"";"";"";"";""
1/31/2019;5:30:00 a. m.;Carro negro con vidrios polarizados;fuera;1;encuesta_corta;tacubaya;9;19.40192086;-99.18734908;"";"";"";"";"";"";"";"";TACUBAYA;9;16;11870
1/3/2019;9:30:00 a. m.;Fingir ser un conocido;transbordo;1;encuesta_corta;tasqueña;2;19.34400644;-99.14105415;"";"";"";"";"";"";"";"";CAMPESTRE CHURUBUSCO;9;3;4200
1/25/2019;1:10:00 a. m.;Preguntar por un coche y después seguirme;fuera;1;encuesta_corta;miguel_angel_de_quevedo;3;19.34651696;-99.18053627;"";"";"";"";"";"";"";"";OXTOPULCO UNIVERSIDAD;9;3;4310
4/1/2017;12:30:00 p. m.;Engaños;dentro;1;encuesta_corta;viveros_derechos_humanos;3;"";"";"";"";"";"";"";"";"";"";"";"";"";""
12/24/2017;6:30:00 a. m.;Robo;dentro;1;encuesta_corta;hidalgo;2;19.4376997;-99.14730906;"";"";"";"";"";"";"";"";GUERRERO;9;15;6300
10/2/2018;12:00:00 p. m.;Extorsión de autoridades, en las afueras del metro, y te ignoran si denuncias a algún sospechoso.;fuera;1;encuesta_corta;tasqueña;2;19.34400644;-99.14105415;"";"";"";"";"";"";"";"";CAMPESTRE CHURUBUSCO;9;3;4200
1/31/2019;7:00:00 a. m.;dos personas cierran el paso para salir del vagon para q te obilguen a salir por la puerta que ellos quieren;dentro;1;encuesta_corta;chabacano;9;19.408513;-99.135489;"";"";"";"";"";"";"";"";VISTA ALEGRE;9;15;6860
3/4/2016;9:30:00 p. m.;Me intentaron sacar del vagon;dentro;1;encuesta_corta;buenavista;B;19.44615757;-99.15289879;"";"";"";"";"";"";"";"";BUENAVISTA;9;15;6350
1/31/2019;5:45:00 p. m.;Presencie un ataque, no supe bien lo que sucedió ya que mi amiga me jaló y nos fuimos corriendo, atacaron a otra chica.;fuera;1;encuesta_corta;romero_rubio;B;19.44048194;-99.09420133;"";"";"";"";"";"";"";"";MOCTEZUMA 2A SECCION;9;17;15530
1/30/2019;9:30:00 p. m.;Fingir ser un conocido;dentro;1;encuesta_corta;pantitlan;1;19.41616858;-99.07434225;"";"";"";"";"";"";"";"";AMPL ADOLFO LOPEZ MATEOS;9;17;15690
1/28/2019;11:00:00;"Hace un rato me encontraba en la estación del metro Boulevard puerto aéreo, estaba esperando a que llegara el metro y un joven de entre 20 y 25 años se me acercó muchísimo y sentí que recargó algo en mi costilla (no estoy segura si era un cuchillo o una pistola), al principio creí que me iba a asaltar, pero me dijo: “vas a salir conmigo y verás una camioneta blanca, te vas a subir y si alguien te dice algo dices que es tu uber”, me quedé paralizada y comenzó a darme un ataque de ansiedad por lo que empecé a llorar, y una señora (a la que no tuve oportunidad de preguntarle su nombre) me dijo: ¿estás bien?, no pude contestarle y se dio cuenta de lo que estaba pasando que empezó a gritar: “fuego, fuego”. Y la gente empezó a vernos y un policía se acercó; fue así como el joven me soltó y se dio a la fuga.";dentro;1;encuesta_larga;"";"";19.419562;-99.096438;Metro Boulevard Puerto Aéreo (andenes exclusivo de mujeres);1;Ataque de ansiedad;No;"";"";"";"";IGNACIO ZARAGOZA;9;17;15000
11/21/2018;20:00:00;Saliendo de los andanes noté que un tipo gordo, moreno y alto me perseguía, comencé a caminar más rápido, al acercarme a la salida intentó tomarme la mano y forcejee hasta lograr zafarme, el tipo se quedó aturdido y en ese momento mi instinto fue quedarme quieta para observar si venía solo o no. En efecto otra persona lo espetsba afieta, cerca de las escaleras de la línea B, en ese momento corrí hacia donde vi a un policía y se fue6. Lr dije al policía lo que pasaló y se negó a acompañarme a MP que está dentro. Lo. Mismo sucedió, lw persona en la recepción me dijo que mi denuncia no iba a proceder porque prácticamente yo estaba más afuera que adentro y que no. Me había pasado nada. Al. Salir observé de nuevo a las dos personas en la misma posición. Me fui muy enojada y con temor de que me fueran a reconocer, así que di la vuelta por Insurgentes.;dentro;1;encuesta_larga;buenavista;"";19.447188;-99.152063;Pasillos de la estación Buenavista.;2;"";No;No;"";"Porque fue más afuera que adentro y ""no me pasó nada"".";Estación Buenavista;BUENAVISTA;9;15;6350
1/16/2019;08:15:00;"Iba caminando al metro Mixcoac para ir al trabajo, cuando un grupo de hombres que estaban afuera del metro en un Jetta Blanco, cuando vi sus gestos, se hicieron señas y se codearon entre ellos, dijeron al como ""orilla 50"" -algo así- y en eso yo corrí de inmediato, corrí; y brinque un escalón, corrí hacia el interior del metro, los dos niveles de las escaleras, baje como en dos saltos y llegando a los torniquetes incluso ni pague, me metí por debajo y me seguí corriendo .";fuera;1;encuesta_larga;mixcoac;"";19.375938;-99.187312;Metro Mixcoac (afuera del metro);2;"";No;No;"";"";"";INSURGENTES MIXCOAC;9;14;3920
1/21/2017;13:15:00;"Estaba en el transbordo de la línea azul a la café y un señor me pidió ayuda para cobrar unos cheques y encontrar a su hijo. Después llegó otro ""chavo"" desconocido y me dijo que me ayudaba con el señor (jamás detecté que se conocían). Salimos del metro y el chavo fue a ""cobrar los cheques"" (en sábado, tampoco lo detecté, estaba muy nerviosa) y me dejó su mochila como ""garantía"" de que regresaría con el dinero. Regresó y me dijo que fuera yo al banco, que le dejara mis cosas. Le dije que no. Me dijo que le dejara mi celular, pero le di mi iPod, pero insistió en el celular y los 2 me estaban acorralando contra la pared en un lugar poco transitado, además voleteaban nerviosos a la calle. Temí que esperaran un carro/camioneta y no me quise arriesgar, decidí darles el celular para evitar problemas y corrí directo con la policía del metro, pero no ayudaron.";transbordo;1;encuesta_larga;jamaica;"";19.409187;-99.122188;Metro Jamaica;2;"";No;No;"";"";"";SEVILLA;9;17;15840
2/18/2018;10:50:00;"Me diria caminando por la acera cuando escuche un auto muy cerca de mi, por lo que me subi mas ala banqueta cuando escucho un ""oye"", voz coml de un chavo que iva manejando una jeel pateada con vidrios polarizados, al voltear me parcato de qud el copiloto me quería amenazar con un arma cuendo emoeze a caminar muy rápido aun citio de taxis, lugar has";"";0;encuesta_larga;morelos;"";19.607938;-99.017688;Avenida palomas, Villa ecatepc, Ecatepec de Morelos;4;"";No;No;"";"";"";"";"";"";""
5/15/2008;07:30:00;Me intentaron subir a un auto uno manejaba y el otro me interceptó en la calle eran las 7:30 de la mañana;"";0;encuesta_larga;"";"";"";"";Eje 3;2;"";No;No;"";"";"";"";"";"";""
1/9/2019;12:00:00;"Un hombre bastante alto y atractivo empezó a seguirme desde que llegue al CETRAM el Rosario, hasta terminar mi trayecto en Zócalo, (incluso en los transbordos) intenté pedir ayuda a los policías y me dijeron que no podían hacer nada porque mucha gente iba a la misma dirección que no fuera paranoica que alguien como el no me estaba siguiendo.Cuando bajé del vagón, lo vi, intenté correr y perderme entre la gente pero no lo logre, me siguió incluso hasta las afueras del edificio donde tomó mis cursos de inglés en la Calle Isabel la Católica, pensé que me había salvado y cuando salí volví a caminar hacia el Zócalo y sentí que alguien me seguía de nuevo, era él pero ahora estaba con otros 2 hombres. Uno de ellos corrió hacia mi y me tomo muy fuerte del brazo; empecé a gritar y nadie me ayudaba; todos caminaban rápido o se volteaban, sentí que era el fin, de repente el tipo alto se acercó y me dijo ""Nadie te va a ayudar, y acabas de darte cuenta que no puedes hacer nada"" Empecé a llorar, y no sé de donde saqué fuerzas pero empecé a forcejear, a gritar, a rasguñar hasta que me percaté que yo traía una pluma en mi chamarra, en un descuido saqué la pluma y empecé a querer encajarles la pluma, un señorpor fin de acercó y ellos le dijeron que era su amiga y que estaba drogada, que siempre me ponía así, por suerte el señor no les creyó y empezó a pedir ayuda, después llegaron más personas que trabajan en un local de hamburguesas, me auxiliaron y ya después me tranquilizador y me acompañaron hasta el metro, incluso un chico de ofreció a llevarme hasta el Rosario otra vez.Todo quedó en un susto, un gran moreton y en un trauma horrible.";transbordo;1;encuesta_larga;el_rosario;"";19.504813;-99.200063;Metro Rosario;3;Moretón;Sí;No;"";Que no tenía pruebas;Tlalnepantla de Baz;EL ROSARIO;9;2;2100
6/15/2017;06:20:00;Mi hermana se dirigía al metrobus Bachilleres 9, pues se dirigía a la universidad y cuando iba cruzando la calle de Volcán Barajas se percató de que un auto café se encontraba a algunos pasos de ella. Dentro venían tres hombres, cuando pasa la calle Volcán Sanganguey, el carro se estaciona a unos dos pasos de ella y bajan dos hombres, mientras que otro se queda al volante. Mi hermana corre hacia la puerta de la iglesia, los hombres le piden que se detenga y al no hacerlo le arrojan un ladrillo en la espalda. Mi hermana sigue corriendo, llega a la iglesia y se tropieza en la entrada. Al caer al suelo grita y pide ayuda, tres perros Pastor Alemán se ponen entre ella y los atacantes, lo cual les hace retroceder y huir. Mi hermana identificó a uno de los hombres, es un vecino de la zona, pero se negó a levantar denuncia.;dentro;1;encuesta_larga;universidad;"";19.470937;-99.064813;Por la iglesia de Volcán Viborillas, Colonia La Pradera II;3;Raspones, golpe en la espalda y moretones;No;"";"";"";"";LA PRADERA II;9;5;7509
10/10/2019;02:00:00;Al regresar de la escuela (P9) y bajar de la estación de Mb Buenavista, dos tipos empezaron a seguirme. Me metí pe otra calle y seguían atrás de mí. Tuve que cambiar de calle varias veces y caminar rápido para llegar a mi casa. Eventualmente los perdí.;"";1;encuesta_larga;buenavista;"";19.447188;-99.152063;Buenavista;2;"";No;"";"";"";"";BUENAVISTA;9;15;6350
11/15/2018;10:20:00;Iba en el transbordo y se me emparejó me agarró del brazo y me trató de conducir a la salida, trate de sacarme y empezó a gritar que no hiciera drama, yo grite que me dejara y que no lo conocía y que quería un policía y nadie respondió, insistió en hablarme y lo golpee con la mochila que fue cuando se me cayeron las cosas que llevaba en las manos, el celilar, un libro y mi chamarra, me jalo y me torció la mano lo golpee de nuevo y se fue. Acudo con el policía y me dijo que si se había ido ya no podía hacer nada, ni siquiera lo anoto en su libreta;transbordo;1;encuesta_larga;centro_medico;"";19.406937;-99.155188;Metro centro médico, transbordo hacia línea cafe;1;Raguños, golpe y cosas tiradas en el piso;No;No;"";El policía en la estación me dijo que no podía hacer nada por que ya se había ido el sujeto;"";ROMA SUR;9;15;6760
