timestamp;fecha;hora_aproximada;latitud;longitud;lugar_exacto;numero_agresores;consecuencias_fisicas;denuncia_en_mp;procedio_la_denuncia;si_procedio_con_que_delito;si_no_procedio_que_razones_dieron;mp;narracion_de_los_hechos;lugar_exacto_norm;narracion_de_los_hechos_norm;en_metro;estacion;lugar_en_metro;fuente
1/29/2019 22:59:42;2/10/2018;03:00:00;NA;NA;Tenancingo de degollado;2;NA;No;NA;NA;NA;NA;"Venía del trabajo rumbo a mi casa, aborde un taxi colectivo como me había desvelado traia mucho sueño y decidi dormirme un rato porque me hacía 1 hora en taxi, era la única en el colectivo despues de ir como a medio camino traia los ojos cerrados cuando el taxi freno repentinamente debido a que una camioneta  de vidrios polarizados cerró el paso, el taxista activo los seguros cuando el copiloto de la camioneta bajo el vidrio y le grito: ""bajala"" el taxista le pidió que nos dejará pasar a lo que el tipo se negó y grito nuevamente ""bajala"" el taxista desactivó los seguros y el copiloto de la camioneta se bajo cuando abrió la puerta yo abrí la del otro lado y salí corriendo, corrí lo más que pude sin mirar hacia atrás. Afortunadamente iba pasando otro taxi que al verme corriendo se detuvo, subí al otro taxi y le pedí que no sé detuviera, vi como el tipo se regreso a la camioneta y se arrancaron. El otro taxista me pregunto que pasó y al contarle me dijo que habia varios casos así. No denuncie porque no recuerdo ni placas ni la cara de los sujetos,a parte de que tuve mucho miedo y llegando a casa me encerró y a partir de ese día hasta los siguientes 2 meses un familiar me iba a dejar y a traer al trabajo.";tenancingo_de_degollado;venia_del_trabajo_rumbo_a_mi_casa_aborde_un_taxi_colectivo_como_me_habia_desvelado_traia_mucho_sueño_y_decidi_dormirme_un_rato_porque_me_hacia_1_hora_en_taxi_era_la_unica_en_el_colectivo_despues_de_ir_como_a_medio_camino_traia_los_ojos_cerrados_cuando_el_taxi_freno_repentinamente_debido_a_que_una_camioneta__de_vidrios_polarizados_cerro_el_paso_el_taxista_activo_los_seguros_cuando_el_copiloto_de_la_camioneta_bajo_el_vidrio_y_le_grito_bajala_el_taxista_le_pidio_que_nos_dejara_pasar_a_lo_que_el_tipo_se_nego_y_grito_nuevamente_bajala_el_taxista_desactivo_los_seguros_y_el_copiloto_de_la_camioneta_se_bajo_cuando_abrio_la_puerta_yo_abri_la_del_otro_lado_y_sali_corriendo_corri_lo_mas_que_pude_sin_mirar_hacia_atras_afortunadamente_iba_pasando_otro_taxi_que_al_verme_corriendo_se_detuvo_subi_al_otro_taxi_y_le_pedi_que_no_se_detuviera_vi_como_el_tipo_se_regreso_a_la_camioneta_y_se_arrancaron_el_otro_taxista_me_pregunto_que_paso_y_al_contarle_me_dijo_que_habia_varios_casos_asi_no_denuncie_porque_no_recuerdo_ni_placas_ni_la_cara_de_los_sujetosa_parte_de_que_tuve_mucho_miedo_y_llegando_a_casa_me_encerro_y_a_partir_de_ese_dia_hasta_los_siguientes_2_meses_un_familiar_me_iba_a_dejar_y_a_traer_al_trabajo;0;NA;NA;encuesta_larga
1/29/2019 23:02:36;1/26/2019;11:00:00;19.434063;-99.153313;Paseo de la reforma y la fragua;1;NA;No;No;NA;NA;NA;Iba caminando por reforma cuando me pareció que un sujeto venía siguiéndome, bajé el ritmo para asegurarme de mi sospecha. El tipo al darse cuenta que lo había notado empezó a caminar a la par y comenzó a acercarse a mi hasta estar hombro con hombro, llevaba los audífonos puestos por lo que no escuché lo que decía. Solo lo veía mirarme y hablar. Corrí al gimnasio que está sobre la avenida y el tipo hizo lo mismo.le cerré la puerta en la cara y al ver que el sitio estaba muy concurrido se marchó.;paseo_de_la_reforma_y_la_fragua;iba_caminando_por_reforma_cuando_me_parecio_que_un_sujeto_venia_siguiendome_baje_el_ritmo_para_asegurarme_de_mi_sospecha_el_tipo_al_darse_cuenta_que_lo_habia_notado_empezo_a_caminar_a_la_par_y_comenzo_a_acercarse_a_mi_hasta_estar_hombro_con_hombro_llevaba_los_audifonos_puestos_por_lo_que_no_escuche_lo_que_decia_solo_lo_veia_mirarme_y_hablar_corri_al_gimnasio_que_esta_sobre_la_avenida_y_el_tipo_hizo_lo_mismole_cerre_la_puerta_en_la_cara_y_al_ver_que_el_sitio_estaba_muy_concurrido_se_marcho;0;NA;NA;encuesta_larga
1/29/2019 23:05:54;10/30/2015;23:30:00;19.498813;-99.194437;Saliendo del metro Rosario, frente a bodega aurrera;4;Cortada en la espalda baja;No;No;NA;Tenía mucho miedo y no fui a denunciar;NA;Mi amiga y yo ibamos caminando hacia su casa ya un poco tarde, a unos 100 metros de llegar un taxi pasó y retornó para acercarse a nosotras mientras se acercaba se abrieron las puertas del auto y bajaron 3 hombres. Un hombre muy alto y fuerte me abrazó y me cargó hasta el taxi mientras los otros dos rodearon a mi amiga, otro tipo estaba en el asiento del conductor con el auto prendido. Comenzé a gritar cuando escuche gritar a mi amiga, estaba paralizada de miedo no había nadie en la calle y cada vez estaba más cerca de la puerta del auto hasta que choqué contra el marco de la puerta. Seguí resistiendome y gritando hasta que un señor salió de su casa y amenazó a los tipos que en seguida regresaron al taxi. Mi amiga dice que a ella no la tocaron, solo la bloquearon. El que me tenía agarrada me soltó y caí contra un cuadro metálico de telmex y me abrí la parte baja de la espalda. Ví que mi amiga estuviera bien y corrimos a su casa. El señor que nos ayudó nos dijo qie denunciaramos pero estabamos tan muertas de miedo que solo corrimos a casa de mi amiga llorando.;saliendo_del_metro_rosario_frente_a_bodega_aurrera;mi_amiga_y_yo_ibamos_caminando_hacia_su_casa_ya_un_poco_tarde_a_unos_100_metros_de_llegar_un_taxi_paso_y_retorno_para_acercarse_a_nosotras_mientras_se_acercaba_se_abrieron_las_puertas_del_auto_y_bajaron_3_hombres_un_hombre_muy_alto_y_fuerte_me_abrazo_y_me_cargo_hasta_el_taxi_mientras_los_otros_dos_rodearon_a_mi_amiga_otro_tipo_estaba_en_el_asiento_del_conductor_con_el_auto_prendido_comenze_a_gritar_cuando_escuche_gritar_a_mi_amiga_estaba_paralizada_de_miedo_no_habia_nadie_en_la_calle_y_cada_vez_estaba_mas_cerca_de_la_puerta_del_auto_hasta_que_choque_contra_el_marco_de_la_puerta_segui_resistiendome_y_gritando_hasta_que_un_señor_salio_de_su_casa_y_amenazo_a_los_tipos_que_en_seguida_regresaron_al_taxi_mi_amiga_dice_que_a_ella_no_la_tocaron_solo_la_bloquearon_el_que_me_tenia_agarrada_me_solto_y_cai_contra_un_cuadro_metalico_de_telmex_y_me_abri_la_parte_baja_de_la_espalda_vi_que_mi_amiga_estuviera_bien_y_corrimos_a_su_casa_el_señor_que_nos_ayudo_nos_dijo_qie_denunciaramos_pero_estabamos_tan_muertas_de_miedo_que_solo_corrimos_a_casa_de_mi_amiga_llorando;1;NA;NA;encuesta_larga
1/29/2019 23:07:15;8/11/2018;10:30:00;19.448313;-99.182188;Marina Nacional esquina con Mariano Escobedo;2;NA;No;No;NA;NA;NA;Muy cerca de mi destino, el uber en el que iba se paró para darle oportunidad a un hombre de abrir la puerta más cercana a donde yo iba.  Iba sola, de noche y a mi casa, por lo que no pude sino bajar rápidamente del uber y correr hasta mi destino.  La calle esta vacía salvo por el hombre que abrió mi puerta.;marina_nacional_esquina_con_mariano_escobedo;muy_cerca_de_mi_destino_el_uber_en_el_que_iba_se_paro_para_darle_oportunidad_a_un_hombre_de_abrir_la_puerta_mas_cercana_a_donde_yo_iba__iba_sola_de_noche_y_a_mi_casa_por_lo_que_no_pude_sino_bajar_rapidamente_del_uber_y_correr_hasta_mi_destino__la_calle_esta_vacia_salvo_por_el_hombre_que_abrio_mi_puerta;0;NA;NA;encuesta_larga
1/29/2019 23:24:07;7/29/2018;06:10:00;19.416063;-99.143563;Sobre Eje central entre Gutierrez Najera y Francisco Rivas;1;NA;No;No;NA;NA;NA;"Yo iba caminando sobre eje central y un señor corpulento de entre 40 años me tomo del brazo y me dijo que me estaban siguiendo, que me fuera con el, que me iba a ayudar, y yo le dije no, déjame y no me soltaba y comenzó a jalarme hacia una callecita menos concurrida, me pedía tranquilizarme y que confiar en el después de forcejeo me soltó y corrí. Todavía me grito cosas como"" te llamo después, cuidate"".";sobre_eje_central_entre_gutierrez_najera_y_francisco_rivas;yo_iba_caminando_sobre_eje_central_y_un_señor_corpulento_de_entre_40_años_me_tomo_del_brazo_y_me_dijo_que_me_estaban_siguiendo_que_me_fuera_con_el_que_me_iba_a_ayudar_y_yo_le_dije_no_dejame_y_no_me_soltaba_y_comenzo_a_jalarme_hacia_una_callecita_menos_concurrida_me_pedia_tranquilizarme_y_que_confiar_en_el_despues_de_forcejeo_me_solto_y_corri_todavia_me_grito_cosas_como_te_llamo_despues_cuidate;0;eje_central;fuera;encuesta_larga
1/29/2019 23:25:29;1/25/2018;06:50:00;19.508812;-99.236062;Puente Peatonal  Vips Satélite;1;Moretones;No;NA;NA;NA;NA;Baje del camión , rumbo a mi trabajo , subí al puente con mi mochila . Un tipo de alrededor de 40 años me puso un cuchillo en el costado y me violó después me dejó ir .;puente_peatonal__vips_satelite;baje_del_camion__rumbo_a_mi_trabajo__subi_al_puente_con_mi_mochila__un_tipo_de_alrededor_de_40_años_me_puso_un_cuchillo_en_el_costado_y_me_violo_despues_me_dejo_ir_;0;NA;NA;encuesta_larga
1/29/2019 23:33:02;6/21/2017;09:00:00;19.406937;-99.155188;Metro Centro Médico, línea 3;1;Rasguños;No;NA;NA;NA;NA;Iba rumbo a mi trabajo cuándo me agarró un tipo por atrás y me estaba llevando a las escaleras de salida del metro, además que estaba metiendo su mano debajo de mi ropa mientras lo hacía, al percatarse de lo que estaba pasando llegó un chavo a auxiliarme para ponerme a salvo;metro_centro_medico_linea_3;iba_rumbo_a_mi_trabajo_cuando_me_agarro_un_tipo_por_atras_y_me_estaba_llevando_a_las_escaleras_de_salida_del_metro_ademas_que_estaba_metiendo_su_mano_debajo_de_mi_ropa_mientras_lo_hacia_al_percatarse_de_lo_que_estaba_pasando_llego_un_chavo_a_auxiliarme_para_ponerme_a_salvo;1;centro_medico;NA;encuesta_larga
1/29/2019 23:33:46;7/18/2016;12:00:00;19.429813;-99.125063;Anillo de Circunvalación, Centro Histórico de la CDMX;1;NA;Sí;No;NA;Porque no me habían robado nada;Delegación Venustiano Carranza;"Fui a comprar a la Merced, al atravesar por Anillo de Circunvalación un tipo me tomó del brazo y me dijo ""si no te vas conmigo te pico"", me solté del brazo con un movimiento brusco y me eché a correr, me metí a un local pero no sabía qué hacer y estaba en shock así que compré mis cosas y quise llamar a mi casa pero me daba miedo pedir ayuda así que regresé corriendo al metro para regresar a mi casa pero estaba muy nerviosa y pasó por mi mente que sería peor. Así que llamé a mi familia de un teléfono público. Mi mamá me llevó a la delegación pero nos dijeron que allí no era, no recuerdo la dirección pero al llegar allí nos dieron otra dirección que está en la calle de Brasil. Me atendió una señorita y me dijo que no se podía hacer nada porque no me había robado, que lo único era regresar al lugar y apretar el botón de pánico y pedir más vigilancia. Sólo me pidió mis datos.";anillo_de_circunvalacion_centro_historico_de_la_cdmx;fui_a_comprar_a_la_merced_al_atravesar_por_anillo_de_circunvalacion_un_tipo_me_tomo_del_brazo_y_me_dijo_si_no_te_vas_conmigo_te_pico_me_solte_del_brazo_con_un_movimiento_brusco_y_me_eche_a_correr_me_meti_a_un_local_pero_no_sabia_que_hacer_y_estaba_en_shock_asi_que_compre_mis_cosas_y_quise_llamar_a_mi_casa_pero_me_daba_miedo_pedir_ayuda_asi_que_regrese_corriendo_al_metro_para_regresar_a_mi_casa_pero_estaba_muy_nerviosa_y_paso_por_mi_mente_que_seria_peor_asi_que_llame_a_mi_familia_de_un_telefono_publico_mi_mama_me_llevo_a_la_delegacion_pero_nos_dijeron_que_alli_no_era_no_recuerdo_la_direccion_pero_al_llegar_alli_nos_dieron_otra_direccion_que_esta_en_la_calle_de_brasil_me_atendio_una_señorita_y_me_dijo_que_no_se_podia_hacer_nada_porque_no_me_habia_robado_que_lo_unico_era_regresar_al_lugar_y_apretar_el_boton_de_panico_y_pedir_mas_vigilancia_solo_me_pidio_mis_datos;1;merced;NA;encuesta_larga
1/29/2019 23:34:04;8/12/2018;19:00:00;19.398188;-99.200313;Metro observatorio;1;NA;Sí;No;NA;NA;NA;Tomé un taxi en la disque base de taxis del metro observatorio , con dirección a mi domicilio Olivar del conde. A los 5 minutos de haber abordado el taxi , el chófer comenzó a tocar mi pierna y a decirme que me fuera con él a su pueblo. Era un hombre aproximadamente cómo de 50 años , gordo y canoso. Le dije que me bajara y Vi que los seguros del coche estaban rotos , entonces sentí mucho miedo, y le hable a mi papá , pero no me contesto. Pero yo disimule que si hablaba con él. Entonces le dije al señor que ya me bajara y aceleró más, le dije que le envié la ubicación a mi papá y venía en busca de mi. Me pegó y me abrió la puerta súper enojado. Gracias a Dios que me dejó ir.;metro_observatorio;tome_un_taxi_en_la_disque_base_de_taxis_del_metro_observatorio__con_direccion_a_mi_domicilio_olivar_del_conde_a_los_5_minutos_de_haber_abordado_el_taxi__el_chofer_comenzo_a_tocar_mi_pierna_y_a_decirme_que_me_fuera_con_el_a_su_pueblo_era_un_hombre_aproximadamente_como_de_50_años__gordo_y_canoso_le_dije_que_me_bajara_y_vi_que_los_seguros_del_coche_estaban_rotos__entonces_senti_mucho_miedo_y_le_hable_a_mi_papa__pero_no_me_contesto_pero_yo_disimule_que_si_hablaba_con_el_entonces_le_dije_al_señor_que_ya_me_bajara_y_acelero_mas_le_dije_que_le_envie_la_ubicacion_a_mi_papa_y_venia_en_busca_de_mi_me_pego_y_me_abrio_la_puerta_super_enojado_gracias_a_dios_que_me_dejo_ir;1;observatorio;fuera;encuesta_larga
1/29/2019 23:37:41;7/25/2008;20:00:00;NA;NA;Calz. Legaria;1;NA;Sí;Sí;Secuestro express a bordo de taxi;NA;Cuitlahuac;Abordé un taxi fuera de un centro comercial y a mitad de mi destino empezó el secuestro. Me amenazó con dañar a mi familia y me despojó de todo lo que traía. Levanté mi denuncia con retrato hablado. Posteriormente, ya no supe nada de mi caso. Al poco tiempo, me llegó a mi casa un envío con mi bolsa y algunas cosas robadas a modo de amenaza. Meses después, le dieron carpetazo a mi denuncia por falta de “seguimiento” y casualmente no encontraron el retrato que hice. Las autoridades corruptas están de lado de los delincuentes o se conocen, me queda claro.;calz_legaria;aborde_un_taxi_fuera_de_un_centro_comercial_y_a_mitad_de_mi_destino_empezo_el_secuestro_me_amenazo_con_dañar_a_mi_familia_y_me_despojo_de_todo_lo_que_traia_levante_mi_denuncia_con_retrato_hablado_posteriormente_ya_no_supe_nada_de_mi_caso_al_poco_tiempo_me_llego_a_mi_casa_un_envio_con_mi_bolsa_y_algunas_cosas_robadas_a_modo_de_amenaza_meses_despues_le_dieron_carpetazo_a_mi_denuncia_por_falta_de_seguimiento_y_casualmente_no_encontraron_el_retrato_que_hice_las_autoridades_corruptas_estan_de_lado_de_los_delincuentes_o_se_conocen_me_queda_claro;0;NA;fuera;encuesta_larga
1/29/2019 23:38:50;5/7/2009;16:00:00;19.412688;-99.177188;yautepec colonia condesa;2;NA;Sí;No;NA;NA;ALVARO OBREGON;caminando por la tarde un hombre me agarró y me puso contra mi coche, llegó otro a ayudarle, grité un vecino llegó corriendo y los agresores se fueron asustados;yautepec_colonia_condesa;caminando_por_la_tarde_un_hombre_me_agarro_y_me_puso_contra_mi_coche_llego_otro_a_ayudarle_grite_un_vecino_llego_corriendo_y_los_agresores_se_fueron_asustados;0;NA;NA;encuesta_larga
1/29/2019 23:39:42;5/5/2018;20:20:00;19.413438;-99.010813;Av. Sor Juana y Av. Gustavo Baz, Col. Benito Juárez, Cd. Nezahualcóyotl;1;NA;No;No;NA;NA;NA;Yo iba cruzando la avenida cuando me percaté de que una camioneta blanca, que solo tenía vidrios en la parte del conductor me estaba siguiéndo. Siempre camino por donde hay tiendas e iluminación. Al principio creí que era mi imaginación entonces comencé a caminar mas lento para ver si se iba, pero se empezó a detener. Entonces corrí dos metros para meterme a una tienda. Ahí, el sujeto se estacionó cruzando la calle, mientras reía y me veía fijamente. Después de 15 minutos se fue porque le comenzaron a gritar los señores de la tienda que me ayudaron. El tipo era moreno, flaco, con bigote y cabello negro.;av_sor_juana_y_av_gustavo_baz_col_benito_juarez_cd_nezahualcoyotl;yo_iba_cruzando_la_avenida_cuando_me_percate_de_que_una_camioneta_blanca_que_solo_tenia_vidrios_en_la_parte_del_conductor_me_estaba_siguiendo_siempre_camino_por_donde_hay_tiendas_e_iluminacion_al_principio_crei_que_era_mi_imaginacion_entonces_comence_a_caminar_mas_lento_para_ver_si_se_iba_pero_se_empezo_a_detener_entonces_corri_dos_metros_para_meterme_a_una_tienda_ahi_el_sujeto_se_estaciono_cruzando_la_calle_mientras_reia_y_me_veia_fijamente_despues_de_15_minutos_se_fue_porque_le_comenzaron_a_gritar_los_señores_de_la_tienda_que_me_ayudaron_el_tipo_era_moreno_flaco_con_bigote_y_cabello_negro;1;juarez;NA;encuesta_larga
1/29/2019 23:40:27;1/22/2019;06:50:00;19.280313;-99.170063;Sobre insurgentes altera la joya;2;0;No;No;NA;NA;NA;El pasado 22 de enero iba caminando sobre insurgentes a la altura del metrobús la joya, poco antes de las 7 am. Me dirigía al trabajo. Al ir caminando me percaté que una camioneta color azul se detuvo junto a mí, la verdad es que no le di importancia pues frente hay una universidad y muchas veces se bajan ahí para cruzar la avenida. Seguí caminando y la camioneta se echó en reversa (yo iba sentido contrario a los carros), ahí fue cuando comencé a sentir que algo no estaba bien, empecé a caminar más rápido al grado de ir trotando cuando la camioneta una vez más se echó en reversa quedando esta vez junto frente a mí. Fue cuando vi que el conductor me veía y y al pasar esto frenó de una manera violeta. Fue cuando me vio que entendí que algo ahí no estaba bien, antes de que él o ellos pudiera hacer algo más corrí hacia un puente peatonal y crucé insurgentes lo más rápido que pude y con un pánico que tal vez nunca había sentido, voltee a ver la camioneta y vi cómo intentó cruzarse (afortunadamente el semáforo se puso en siga y esto le impidió poder hacerlo ) me subí a la primera estación que encontré (la joya) y llamé al 911 para contarles lo que había pasado, por desgracia yo no tenía placas de la camioneta por lo que no pude mas que describir el vehículo y cómo pasaron las cosas. Tomé tiempo para tranquilizarme un poco y posteriormente me subí al metrobús. Cuando pasé la camioneta ya no estaba, pero ya había una patrulla en el lugar.Sé que esto no logrará acabar con lo que está pasando, pero tal vez pueda ayudar, tal vez las pueda alertar y si lo presencian que puedan ayudar.;sobre_insurgentes_altera_la_joya;el_pasado_22_de_enero_iba_caminando_sobre_insurgentes_a_la_altura_del_metrobus_la_joya_poco_antes_de_las_7_am_me_dirigia_al_trabajo_al_ir_caminando_me_percate_que_una_camioneta_color_azul_se_detuvo_junto_a_mi_la_verdad_es_que_no_le_di_importancia_pues_frente_hay_una_universidad_y_muchas_veces_se_bajan_ahi_para_cruzar_la_avenida_segui_caminando_y_la_camioneta_se_echo_en_reversa_yo_iba_sentido_contrario_a_los_carros_ahi_fue_cuando_comence_a_sentir_que_algo_no_estaba_bien_empece_a_caminar_mas_rapido_al_grado_de_ir_trotando_cuando_la_camioneta_una_vez_mas_se_echo_en_reversa_quedando_esta_vez_junto_frente_a_mi_fue_cuando_vi_que_el_conductor_me_veia_y_y_al_pasar_esto_freno_de_una_manera_violeta_fue_cuando_me_vio_que_entendi_que_algo_ahi_no_estaba_bien_antes_de_que_el_o_ellos_pudiera_hacer_algo_mas_corri_hacia_un_puente_peatonal_y_cruce_insurgentes_lo_mas_rapido_que_pude_y_con_un_panico_que_tal_vez_nunca_habia_sentido_voltee_a_ver_la_camioneta_y_vi_como_intento_cruzarse_afortunadamente_el_semaforo_se_puso_en_siga_y_esto_le_impidio_poder_hacerlo__me_subi_a_la_primera_estacion_que_encontre_la_joya_y_llame_al_911_para_contarles_lo_que_habia_pasado_por_desgracia_yo_no_tenia_placas_de_la_camioneta_por_lo_que_no_pude_mas_que_describir_el_vehiculo_y_como_pasaron_las_cosas_tome_tiempo_para_tranquilizarme_un_poco_y_posteriormente_me_subi_al_metrobus_cuando_pase_la_camioneta_ya_no_estaba_pero_ya_habia_una_patrulla_en_el_lugarse_que_esto_no_lograra_acabar_con_lo_que_esta_pasando_pero_tal_vez_pueda_ayudar_tal_vez_las_pueda_alertar_y_si_lo_presencian_que_puedan_ayudar;1;insurgentes;NA;encuesta_larga
1/29/2019 23:44:30;1/16/2019;21:00:00;19.342688;-99.047438;Semáforo Ermita Iztapalapa calle 71 Santa Cruz Meyehualco;2;NA;No;NA;NA;NA;NA;Un tipo me pregunto por los camiones para Iztapalapa y me dijo que si lo acompañaba. Le dije que no sabía y caminé cruzando la avenida y ellos detrás de mi. Corrí y empezaron a perseguirme hasta que entre a una tienda.;semaforo_ermita_iztapalapa_calle_71_santa_cruz_meyehualco;un_tipo_me_pregunto_por_los_camiones_para_iztapalapa_y_me_dijo_que_si_lo_acompañaba_le_dije_que_no_sabia_y_camine_cruzando_la_avenida_y_ellos_detras_de_mi_corri_y_empezaron_a_perseguirme_hasta_que_entre_a_una_tienda;0;ermita;NA;encuesta_larga
1/29/2019 23:46:21;1/28/2019;10:40:00;19.519438;-99.230562;San Lucas tepetlacalco;2;NA;No;No;NA;No se denunció;NA;Un tipo me abordo en la calle mientras un sujeto en un auto nos seguía, el tipo me sigui hasta mi universidad acosándome y diciendo muchas cosas (me ofendía y le pedía datos personales);san_lucas_tepetlacalco;un_tipo_me_abordo_en_la_calle_mientras_un_sujeto_en_un_auto_nos_seguia_el_tipo_me_sigui_hasta_mi_universidad_acosandome_y_diciendo_muchas_cosas_me_ofendia_y_le_pedia_datos_personales;0;universidad;NA;encuesta_larga
1/29/2019 23:47:55;2/16/2013;06:40:00;19.387063;-99.080312;Esq. Río Mayo, Eje 4 sur (San Rafael Atlixco), Dr. Alfonso Ortiz Tirado;1;NA;No;No;NA;NA;NA;Llevaba esperando unos quince minutos a una amiga para ir a la escuela, en la esquina tomábamos el metrobus Río Mayo. Ya se había tardado en llegar, así que como vivía a unas cuantas cuadras pensaba en ir a buscarla, me encamine y en eso una camioneta blanca de detuvo adelante de mí, a sólo unos metros, y abrieron la puerta. Me detuve unos segundos. La camioneta se fue de reversa (para donde yo estaba), así que me eché a correr hacia la entrada del metrobus... crucé la calle y vi como la camioneta todavía esperó algún momento, luego se fue.;esq_rio_mayo_eje_4_sur_san_rafael_atlixco_dr_alfonso_ortiz_tirado;llevaba_esperando_unos_quince_minutos_a_una_amiga_para_ir_a_la_escuela_en_la_esquina_tomabamos_el_metrobus_rio_mayo_ya_se_habia_tardado_en_llegar_asi_que_como_vivia_a_unas_cuantas_cuadras_pensaba_en_ir_a_buscarla_me_encamine_y_en_eso_una_camioneta_blanca_de_detuvo_adelante_de_mi_a_solo_unos_metros_y_abrieron_la_puerta_me_detuve_unos_segundos_la_camioneta_se_fue_de_reversa_para_donde_yo_estaba_asi_que_me_eche_a_correr_hacia_la_entrada_del_metrobus_cruce_la_calle_y_vi_como_la_camioneta_todavia_espero_algun_momento_luego_se_fue;1;NA;NA;encuesta_larga
1/29/2019 23:49:50;6/28/2017;18:03:00;19.599687;-99.186062;Suburbano Lechería;1;NA;No;No;NA;NA;NA;"Iba caminando hacia la entrada del suburbano, unas calles antes una combi comenzó a seguirme. Al ver que la combi iba sola me detuve para ver cómo reaccionaba el chofer, en cuanto yo me detenía el lo hacía; así seguimos unos cuantos metros y nuevamente me frené y él lo hizo. La avenida iba sola, a pesar de que intenté caminar lo más rápido posible el conductor me seguía. Al llegar una esquina antes el conductor se bajó de la combi e iba directo hacia mí; por suerte de la esquina salió gente y distrajo al conductor, lo que hizo que fuera mi momento para salir corriendo y me metiera a la estación del suburbano.";suburbano_lecheria;iba_caminando_hacia_la_entrada_del_suburbano_unas_calles_antes_una_combi_comenzo_a_seguirme_al_ver_que_la_combi_iba_sola_me_detuve_para_ver_como_reaccionaba_el_chofer_en_cuanto_yo_me_detenia_el_lo_hacia_asi_seguimos_unos_cuantos_metros_y_nuevamente_me_frene_y_el_lo_hizo_la_avenida_iba_sola_a_pesar_de_que_intente_caminar_lo_mas_rapido_posible_el_conductor_me_seguia_al_llegar_una_esquina_antes_el_conductor_se_bajo_de_la_combi_e_iba_directo_hacia_mi_por_suerte_de_la_esquina_salio_gente_y_distrajo_al_conductor_lo_que_hizo_que_fuera_mi_momento_para_salir_corriendo_y_me_metiera_a_la_estacion_del_suburbano;1;NA;fuera;encuesta_larga
1/29/2019 23:59:06;1/25/2018;10:00:00;19.351062;-99.074937;Metro UAM;1;NA;No;No;NA;NA;NA;"Iba tarde a clase y decidí tomar un taxi a las afueras del metro UAM, cuando subí el taxista súper hamable y antes de cerrar la puerta una chica me hizo las señas para compartir el taxi, en ese momento otras dos chicas  que también iban a UAM Iztapalapa se subieron, mientras se acomodaban el taxista muy molesto y gritando nos pidió que bajaramos de su unidad porque ""no le daba tiempo"". Pensaba que tal vez mi paranoia me estaba jugando una broma, pero su cambio de actitud no tenía lago que no me había gustado, decidí contarle a mis amigas  y  una de ellas me contó que a una de sus conocidas le había pasado algo similar.";metro_uam;iba_tarde_a_clase_y_decidi_tomar_un_taxi_a_las_afueras_del_metro_uam_cuando_subi_el_taxista_super_hamable_y_antes_de_cerrar_la_puerta_una_chica_me_hizo_las_señas_para_compartir_el_taxi_en_ese_momento_otras_dos_chicas__que_tambien_iban_a_uam_iztapalapa_se_subieron_mientras_se_acomodaban_el_taxista_muy_molesto_y_gritando_nos_pidio_que_bajaramos_de_su_unidad_porque_no_le_daba_tiempo_pensaba_que_tal_vez_mi_paranoia_me_estaba_jugando_una_broma_pero_su_cambio_de_actitud_no_tenia_lago_que_no_me_habia_gustado_decidi_contarle_a_mis_amigas__y__una_de_ellas_me_conto_que_a_una_de_sus_conocidas_le_habia_pasado_algo_similar;1;iztapalapa;fuera;encuesta_larga
1/30/2019 0:01:04;1/29/2019;17:15:00;19.422188;-99.171062;Exterior del metro Sevilla;2;Raspones;No;No;NA;NA;NA;"Al caminar sobre avenida Chapultepec en sentido poniente a oriente, un automóvil gris frena intempestivamente junto a mí, el copiloto abre la puerta mientras le grita al piloto ""aquí con esta"".  Yo de inmediato corrí hacia el metro y no volteé más.  El copiloto llevaba una especie de barba fslsa, se notaba mucho que era falsa.";exterior_del_metro_sevilla;al_caminar_sobre_avenida_chapultepec_en_sentido_poniente_a_oriente_un_automovil_gris_frena_intempestivamente_junto_a_mi_el_copiloto_abre_la_puerta_mientras_le_grita_al_piloto_aqui_con_esta__yo_de_inmediato_corri_hacia_el_metro_y_no_voltee_mas__el_copiloto_llevaba_una_especie_de_barba_fslsa_se_notaba_mucho_que_era_falsa;1;sevilla;NA;encuesta_larga
1/30/2019 0:03:18;1/4/2019;21:00:00;19.533312;-99.084313;Calle ejido, Tlalnepantla de baz, Estado de México;2;NA;No;NA;NA;NA;NA;Me encontraba bajando de una combi a unos metros de mi casa. Un carro se paro y salió un agresor que me amenazó,  empecé a gritar y corri hacia mi casa. Afortunadamente corri tan rápido que logré escapar. Los tipos lograron escapar;calle_ejido_tlalnepantla_de_baz_estado_de_mexico;me_encontraba_bajando_de_una_combi_a_unos_metros_de_mi_casa_un_carro_se_paro_y_salio_un_agresor_que_me_amenazo__empece_a_gritar_y_corri_hacia_mi_casa_afortunadamente_corri_tan_rapido_que_logre_escapar_los_tipos_lograron_escapar;1;NA;NA;encuesta_larga
